delta_id,candidate_id,nsn,candidate_mpn,requirement_name,required_value,candidate_value,verdict,scored,gate_type,operator,uom,required_value_display,candidate_value_display,requirement_class,source,source_spec_id
5999-01-294-4489__10-04-2865-1298__contact_plating,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2865-1298__humidity_resistance,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2865-1298__qualification,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2865-1298__thermal_shock_cycles,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2865-1298__vibration_grms,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-2865-1298__lot_traceability,5999-01-294-4489__10-04-2865-1298,5999-01-294-4489,10-04-2865-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-6386-1298__contact_count,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-6386-1298__current_rating,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-6386-1298__insulation_resistance,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-6386-1298__shell_material,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-6386-1298__operating_temp_max,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-6386-1298__operating_temp_min,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-6386-1298__contact_plating,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-6386-1298__humidity_resistance,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-6386-1298__qualification,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-6386-1298__thermal_shock_cycles,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-6386-1298__vibration_grms,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-6386-1298__lot_traceability,5999-01-294-4489__10-04-6386-1298,5999-01-294-4489,10-04-6386-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8363-1298__contact_count,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-8363-1298__current_rating,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8363-1298__insulation_resistance,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8363-1298__shell_material,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-8363-1298__operating_temp_max,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8363-1298__operating_temp_min,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8363-1298__contact_plating,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8363-1298__humidity_resistance,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8363-1298__qualification,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8363-1298__thermal_shock_cycles,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8363-1298__vibration_grms,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8363-1298__lot_traceability,5999-01-294-4489__10-04-8363-1298,5999-01-294-4489,10-04-8363-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8817-1298__contact_count,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-8817-1298__current_rating,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8817-1298__insulation_resistance,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8817-1298__shell_material,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-8817-1298__operating_temp_max,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8817-1298__operating_temp_min,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8817-1298__contact_plating,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8817-1298__humidity_resistance,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8817-1298__qualification,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8817-1298__thermal_shock_cycles,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8817-1298__vibration_grms,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-8817-1298__lot_traceability,5999-01-294-4489__10-04-8817-1298,5999-01-294-4489,10-04-8817-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-9732-1298__contact_count,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-9732-1298__current_rating,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-9732-1298__insulation_resistance,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-9732-1298__shell_material,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-9732-1298__operating_temp_max,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-9732-1298__operating_temp_min,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-9732-1298__contact_plating,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-9732-1298__humidity_resistance,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-9732-1298__qualification,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-9732-1298__thermal_shock_cycles,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-9732-1298__vibration_grms,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-9732-1298__lot_traceability,5999-01-294-4489__10-04-9732-1298,5999-01-294-4489,10-04-9732-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W163-1298__contact_count,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-W163-1298__current_rating,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W163-1298__insulation_resistance,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W163-1298__shell_material,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-W163-1298__operating_temp_max,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W163-1298__operating_temp_min,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W163-1298__contact_plating,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W163-1298__humidity_resistance,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W163-1298__qualification,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W163-1298__thermal_shock_cycles,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W163-1298__vibration_grms,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W163-1298__lot_traceability,5999-01-294-4489__10-04-W163-1298,5999-01-294-4489,10-04-W163-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W204-1298__contact_count,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-W204-1298__current_rating,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W204-1298__insulation_resistance,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W204-1298__shell_material,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-W204-1298__operating_temp_max,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W204-1298__operating_temp_min,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W204-1298__contact_plating,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W204-1298__humidity_resistance,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W204-1298__qualification,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W204-1298__thermal_shock_cycles,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W204-1298__vibration_grms,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,vibration_grms,15,,unknown,false,burden,gte,,>= 15,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W204-1298__lot_traceability,5999-01-294-4489__10-04-W204-1298,5999-01-294-4489,10-04-W204-1298,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W267-1298__contact_count,5999-01-294-4489__10-04-W267-1298,5999-01-294-4489,10-04-W267-1298,contact_count,9,,unknown,true,hard,eq,,== 9,,electrical,publog_characteristics,
5999-01-294-4489__10-04-W267-1298__current_rating,5999-01-294-4489__10-04-W267-1298,5999-01-294-4489,10-04-W267-1298,current_rating,7.5,,unknown,true,hard,gte,A,>= 7.5 A,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W267-1298__insulation_resistance,5999-01-294-4489__10-04-W267-1298,5999-01-294-4489,10-04-W267-1298,insulation_resistance,5000000000,,unknown,true,hard,gte,ohm,>= 5e+09 ohm,,electrical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W267-1298__shell_material,5999-01-294-4489__10-04-W267-1298,5999-01-294-4489,10-04-W267-1298,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5999-01-294-4489__10-04-W267-1298__operating_temp_max,5999-01-294-4489__10-04-W267-1298,5999-01-294-4489,10-04-W267-1298,operating_temp_max,200,200,pass,true,hard,gte,degC,>= 200 degC,200 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W267-1298__operating_temp_min,5999-01-294-4489__10-04-W267-1298,5999-01-294-4489,10-04-W267-1298,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W267-1298__contact_plating,5999-01-294-4489__10-04-W267-1298,5999-01-294-4489,10-04-W267-1298,contact_plating,GOLD,,unknown,true,soft,eq,,== GOLD,,mechanical,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W267-1298__humidity_resistance,5999-01-294-4489__10-04-W267-1298,5999-01-294-4489,10-04-W267-1298,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-49464
5999-01-294-4489__10-04-W267-1298__qualification,5999-01-294-4489__10-04-W267-1298,5999-01-294-4489,10-04-W267-1298,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-49464
